,State,Compound,Low_Estimate,High_Estimate
2655,LA,Imidacloprid,220.9,222.6
2656,LA,Imidacloprid,,0.4
2657,LA,Imidacloprid,451.3,451.3
2658,LA,Imidacloprid,,14.3
2659,LA,Imidacloprid,18.9,86.7
2660,LA,Imidacloprid,325.5,325.5
2661,LA,Imidacloprid,42.9,69.7
2662,LA,Imidacloprid,,15.5
2663,LA,Imidacloprid,,42.2
2664,LA,Imidacloprid,115.1,115.1
2665,LA,Imidacloprid,,19.6
2666,LA,Imidacloprid,,1.4
2667,LA,Imidacloprid,0.4,0.6
2668,LA,Imidacloprid,0.8,0.8
2669,LA,Imidacloprid,,0.1
2670,LA,Imidacloprid,555.5,555.5
2671,LA,Imidacloprid,263.4,263.4
2672,LA,Imidacloprid,444.7,493.2
2673,LA,Imidacloprid,146.4,146.4
2674,LA,Imidacloprid,75.5,224.3
2675,LA,Imidacloprid,206.8,272.9
2676,LA,Imidacloprid,71.6,84.0
2677,LA,Imidacloprid,255.7,255.7
2678,LA,Imidacloprid,0.3,0.3
2679,LA,Imidacloprid,,5.2
2680,LA,Imidacloprid,,0.3
2681,LA,Imidacloprid,44.9,255.7
2682,LA,Imidacloprid,,34.0
2683,LA,Imidacloprid,,14.1
2684,LA,Imidacloprid,,2.8
2685,LA,Imidacloprid,707.1,707.1
2686,LA,Imidacloprid,0.4,0.4
2687,LA,Imidacloprid,59.8,59.8
2688,LA,Imidacloprid,1.1,1.1
2689,LA,Imidacloprid,,5.4
2690,LA,Imidacloprid,104.1,104.1
2691,LA,Imidacloprid,1.9,10.7
2692,LA,Imidacloprid,158.2,158.2
2693,LA,Imidacloprid,,13.7
2694,LA,Imidacloprid,0.1,0.1
2695,LA,Thiamethoxam,,40.5
2696,LA,Thiamethoxam,7.5,14.9
2697,LA,Thiamethoxam,40.2,40.2
2698,LA,Thiamethoxam,,185.2
2699,LA,Thiamethoxam,,133.7
2700,LA,Thiamethoxam,,7.6
2701,LA,Thiamethoxam,,1.8
2702,LA,Thiamethoxam,,47.4
2703,LA,Thiamethoxam,,9.3
2704,LA,Thiamethoxam,28.5,28.5
2705,LA,Thiamethoxam,,4.3
2706,LA,Thiamethoxam,,240.4
2707,LA,Thiamethoxam,0.0,0.0
2708,LA,Thiamethoxam,,238.5
2709,LA,Thiamethoxam,,0.6
2710,LA,Thiamethoxam,,5.0
2711,LA,Thiamethoxam,289.9,289.9
2712,LA,Thiamethoxam,,160.8
2713,LA,Thiamethoxam,,32.6
2714,LA,Thiamethoxam,192.9,192.9
2715,LA,Thiamethoxam,,22.2
2716,LA,Thiamethoxam,,129.1
2717,LA,Thiamethoxam,,350.9
2718,LA,Thiamethoxam,,24.2
2719,LA,Thiamethoxam,,163.3
2720,LA,Thiamethoxam,33.1,33.1
2721,LA,Thiamethoxam,,0.1
2722,LA,Thiamethoxam,0.1,0.1
2723,LA,Thiamethoxam,,1.6
2724,LA,Thiamethoxam,343.9,343.9
2725,LA,Thiamethoxam,179.0,179.0
2726,LA,Thiamethoxam,24.8,29.8
2727,LA,Thiamethoxam,40.8,40.8
2728,LA,Thiamethoxam,,73.2
2729,LA,Thiamethoxam,,106.5
2730,LA,Thiamethoxam,,3.6
2731,LA,Thiamethoxam,155.4,155.4
2732,LA,Thiamethoxam,118.0,118.0
2733,LA,Thiamethoxam,7.4,7.4
2734,LA,Thiamethoxam,,98.5
2735,LA,Thiamethoxam,,282.7
2736,LA,Thiamethoxam,,117.0
2737,LA,Thiamethoxam,,31.9
2738,LA,Thiamethoxam,415.4,415.4
2739,LA,Thiamethoxam,0.0,0.0
2740,LA,Thiamethoxam,,12.2
2741,LA,Thiamethoxam,,60.9
2742,LA,Thiamethoxam,,3.6
2743,LA,Thiamethoxam,108.2,108.2
2744,LA,Thiamethoxam,,153.5
2745,ME,Clothianidin,10.9,10.9
2746,ME,Clothianidin,,0.0
2747,ME,Clothianidin,,1.5
2748,ME,Clothianidin,,0.4
2749,ME,Clothianidin,,0.0
2750,ME,Clothianidin,,0.0
2751,ME,Clothianidin,,0.0
2752,ME,Imidacloprid,5.9,6.5
2753,ME,Imidacloprid,1682.3,1682.5
2754,ME,Imidacloprid,1.7,1.9
2755,ME,Imidacloprid,0.6,0.6
2756,ME,Imidacloprid,0.9,1.0
2757,ME,Imidacloprid,6.6,7.4
2758,ME,Imidacloprid,0.4,0.4
2759,ME,Imidacloprid,0.4,0.4
2760,ME,Imidacloprid,5.4,5.9
2761,ME,Imidacloprid,46.5,47.1
2762,ME,Imidacloprid,10.5,10.6
2763,ME,Imidacloprid,0.2,0.2
2764,ME,Imidacloprid,2.4,2.6
2765,ME,Imidacloprid,1.7,1.8
2766,ME,Imidacloprid,2.2,2.5
2767,ME,Imidacloprid,3.2,3.6
2768,ME,Thiamethoxam,272.1,272.1
2769,ME,Thiamethoxam,,0.1
2770,ME,Thiamethoxam,,38.7
2771,ME,Thiamethoxam,,9.5
2772,ME,Thiamethoxam,,0.2
2773,ME,Thiamethoxam,,0.2
2774,ME,Thiamethoxam,,0.1
2775,MD,Acetamiprid,2.8,2.8
2776,MD,Acetamiprid,1.2,1.2
2777,MD,Acetamiprid,5.7,5.7
2778,MD,Acetamiprid,0.6,0.6
2779,MD,Acetamiprid,10.6,13.8
2780,MD,Acetamiprid,31.4,31.4
2781,MD,Acetamiprid,17.6,17.6
2782,MD,Acetamiprid,0.3,0.3
2783,MD,Acetamiprid,17.3,17.3
2784,MD,Acetamiprid,1.1,1.1
2785,MD,Acetamiprid,14.8,14.8
2786,MD,Acetamiprid,5.5,5.5
2787,MD,Acetamiprid,6.9,6.9
2788,MD,Acetamiprid,14.8,14.8
2789,MD,Acetamiprid,0.1,0.1
2790,MD,Acetamiprid,3.1,3.2
2791,MD,Acetamiprid,2.5,2.5
2792,MD,Acetamiprid,8.0,8.3
2793,MD,Acetamiprid,102.8,102.8
2794,MD,Clothianidin,0.1,0.1
2795,MD,Clothianidin,0.1,0.1
2796,MD,Clothianidin,1.3,1.3
2797,MD,Clothianidin,1.4,1.4
2798,MD,Clothianidin,0.0,0.0
2799,MD,Clothianidin,0.6,0.6
2800,MD,Clothianidin,0.4,0.4
2801,MD,Clothianidin,0.3,0.3
2802,MD,Clothianidin,2.2,2.2
2803,MD,Imidacloprid,1.0,1.0
2804,MD,Imidacloprid,0.4,0.4
2805,MD,Imidacloprid,3.8,3.6
2806,MD,Imidacloprid,0.2,0.2
2807,MD,Imidacloprid,37.0,37.0
2808,MD,Imidacloprid,12.9,11.8
2809,MD,Imidacloprid,3.7,3.7
2810,MD,Imidacloprid,0.5,0.5
2811,MD,Imidacloprid,1.7,1.7
2812,MD,Imidacloprid,10.4,8.9
2813,MD,Imidacloprid,0.4,0.4
2814,MD,Imidacloprid,7.1,6.6
2815,MD,Imidacloprid,3.1,2.6
2816,MD,Imidacloprid,3.5,3.5
2817,MD,Imidacloprid,7.3,7.2
2818,MD,Imidacloprid,0.0,0.0
2819,MD,Imidacloprid,6.6,6.6
2820,MD,Imidacloprid,3.3,3.3
2821,MD,Imidacloprid,1.4,1.4
2822,MD,Imidacloprid,0.9,0.9
2823,MD,Imidacloprid,40.2,39.6
2824,MD,Imidacloprid,1.3,1.3
2825,MD,Imidacloprid,1.4,1.4
2826,MD,Thiacloprid,1.9,1.9
2827,MD,Thiacloprid,1.5,1.5
2828,MD,Thiacloprid,1.3,1.3
2829,MD,Thiacloprid,14.4,14.4
2830,MD,Thiacloprid,7.1,7.1
2831,MD,Thiacloprid,6.5,6.5
2832,MD,Thiacloprid,0.7,0.7
2833,MD,Thiacloprid,7.6,7.6
2834,MD,Thiacloprid,2.4,2.4
2835,MD,Thiacloprid,1.1,1.1
2836,MD,Thiacloprid,7.8,7.8
2837,MD,Thiacloprid,0.6,0.6
2838,MD,Thiacloprid,0.5,0.5
2839,MD,Thiacloprid,68.4,68.4
2840,MD,Thiamethoxam,0.6,0.6
2841,MD,Thiamethoxam,0.1,0.1
2842,MD,Thiamethoxam,0.3,0.3
2843,MD,Thiamethoxam,0.0,0.0
2844,MD,Thiamethoxam,0.5,0.5
2845,MD,Thiamethoxam,2.9,2.9
2846,MD,Thiamethoxam,1.0,1.0
2847,MD,Thiamethoxam,0.0,0.0
2848,MD,Thiamethoxam,0.8,0.8
2849,MD,Thiamethoxam,1.5,1.5
2850,MD,Thiamethoxam,0.2,0.2
2851,MD,Thiamethoxam,1.7,1.7
2852,MD,Thiamethoxam,0.3,0.3
2853,MD,Thiamethoxam,0.5,0.5
2854,MD,Thiamethoxam,2.1,2.1
2855,MD,Thiamethoxam,0.0,0.0
2856,MD,Thiamethoxam,0.1,0.1
2857,MD,Thiamethoxam,0.2,0.2
2858,MD,Thiamethoxam,0.6,0.6
2859,MD,Thiamethoxam,10.9,10.9
2860,MD,Thiamethoxam,0.9,0.9
2861,MD,Thiamethoxam,0.6,0.6
2862,MA,Acetamiprid,1.7,1.7
2863,MA,Acetamiprid,5.4,5.4
2864,MA,Acetamiprid,11.0,11.0
2865,MA,Acetamiprid,0.5,0.5
2866,MA,Acetamiprid,10.7,10.7
2867,MA,Acetamiprid,26.2,26.2
2868,MA,Acetamiprid,11.3,11.3
2869,MA,Acetamiprid,24.1,24.1
2870,MA,Acetamiprid,24.3,24.3
2871,MA,Acetamiprid,0.1,0.1
2872,MA,Acetamiprid,3.6,3.6
2873,MA,Acetamiprid,7.9,7.9
2874,MA,Acetamiprid,66.2,66.2
2875,MA,Clothianidin,0.0,0.0
2876,MA,Clothianidin,0.0,0.0
2877,MA,Clothianidin,0.2,0.2
2878,MA,Clothianidin,0.0,0.0
2879,MA,Clothianidin,0.1,0.1
2880,MA,Clothianidin,0.3,0.3
2881,MA,Clothianidin,0.0,0.0
2882,MA,Clothianidin,0.4,0.4
2883,MA,Clothianidin,0.1,0.1
2884,MA,Clothianidin,0.0,0.0
2885,MA,Clothianidin,0.0,0.0
2886,MA,Clothianidin,0.0,0.0
2887,MA,Clothianidin,0.1,0.1
2888,MA,Imidacloprid,2.1,2.1
2889,MA,Imidacloprid,7.0,7.0
2890,MA,Imidacloprid,21.7,21.7
2891,MA,Imidacloprid,1.7,1.7
2892,MA,Imidacloprid,11.4,11.4
2893,MA,Imidacloprid,58.1,58.1
2894,MA,Imidacloprid,17.5,17.5
2895,MA,Imidacloprid,71.3,71.3
2896,MA,Imidacloprid,22.3,22.3
2897,MA,Imidacloprid,0.3,0.3
2898,MA,Imidacloprid,6.6,6.6
2899,MA,Imidacloprid,9.2,9.2
2900,MA,Imidacloprid,31.1,31.1
2901,MA,Thiacloprid,0.4,0.4
2902,MA,Thiacloprid,1.9,1.9
2903,MA,Thiacloprid,1.7,1.7
2904,MA,Thiacloprid,0.1,0.1
2905,MA,Thiacloprid,3.2,3.2
2906,MA,Thiacloprid,7.0,7.0
2907,MA,Thiacloprid,3.3,3.3
2908,MA,Thiacloprid,4.7,4.7
2909,MA,Thiacloprid,8.4,8.4
2910,MA,Thiacloprid,0.1,0.1
2911,MA,Thiacloprid,3.4,3.4
2912,MA,Thiacloprid,28.7,28.7
2913,MA,Thiamethoxam,0.1,0.3
2914,MA,Thiamethoxam,0.6,1.1
2915,MA,Thiamethoxam,0.6,1.6
2916,MA,Thiamethoxam,0.0,0.0
2917,MA,Thiamethoxam,1.1,1.9
2918,MA,Thiamethoxam,2.4,4.7
2919,MA,Thiamethoxam,1.1,2.9
2920,MA,Thiamethoxam,1.7,2.8
2921,MA,Thiamethoxam,2.9,4.5
2922,MA,Thiamethoxam,,0.0
2923,MA,Thiamethoxam,0.1,0.6
2924,MA,Thiamethoxam,1.1,1.8
2925,MA,Thiamethoxam,9.7,11.4
2926,MI,Acetamiprid,0.4,0.4
2927,MI,Acetamiprid,27.7,27.7
2928,MI,Acetamiprid,2.5,2.5
2929,MI,Acetamiprid,42.5,42.7
2930,MI,Acetamiprid,0.1,0.5
2931,MI,Acetamiprid,0.7,1.3
2932,MI,Acetamiprid,0.3,1.8
2933,MI,Acetamiprid,33.5,33.6
2934,MI,Acetamiprid,128.9,128.9
2935,MI,Acetamiprid,0.1,2.4
2936,MI,Acetamiprid,1.4,2.2
2937,MI,Acetamiprid,9.2,9.2
2938,MI,Acetamiprid,8.2,8.2
2939,MI,Acetamiprid,1.3,1.3
2940,MI,Acetamiprid,0.0,0.2
2941,MI,Acetamiprid,1.2,3.5
2942,MI,Acetamiprid,1.2,3.0
2943,MI,Acetamiprid,0.6,0.6
2944,MI,Acetamiprid,4.3,5.3
2945,MI,Acetamiprid,0.0,0.2
2946,MI,Acetamiprid,62.4,62.4
2947,MI,Acetamiprid,0.1,1.5
2948,MI,Acetamiprid,1.2,6.1
2949,MI,Acetamiprid,0.5,5.7
2950,MI,Acetamiprid,1.0,2.4
2951,MI,Acetamiprid,1.6,10.9
2952,MI,Acetamiprid,0.6,0.6
2953,MI,Acetamiprid,0.0,1.7
2954,MI,Acetamiprid,0.9,3.4
2955,MI,Acetamiprid,4.7,4.7
2956,MI,Acetamiprid,0.3,0.3
2957,MI,Acetamiprid,179.6,179.6
2958,MI,Acetamiprid,3.2,3.2
2959,MI,Acetamiprid,2.2,5.1
2960,MI,Acetamiprid,96.0,96.2
2961,MI,Acetamiprid,4.6,9.0
2962,MI,Acetamiprid,0.3,1.8
2963,MI,Acetamiprid,3.0,14.2
2964,MI,Acetamiprid,18.9,19.3
2965,MI,Acetamiprid,128.5,128.5
2966,MI,Acetamiprid,0.0,1.6
2967,MI,Acetamiprid,0.1,1.8
2968,MI,Acetamiprid,0.3,0.3
2969,MI,Acetamiprid,0.7,5.3
2970,MI,Acetamiprid,0.2,22.0
2971,MI,Acetamiprid,0.4,0.4
2972,MI,Acetamiprid,150.6,150.6
2973,MI,Acetamiprid,120.4,120.4
2974,MI,Acetamiprid,1.6,2.7
2975,MI,Acetamiprid,351.8,351.8
2976,MI,Acetamiprid,1.2,1.2
2977,MI,Acetamiprid,0.1,1.5
2978,MI,Acetamiprid,0.0,0.0
2979,MI,Acetamiprid,0.1,0.1
2980,MI,Acetamiprid,69.9,69.9
2981,MI,Acetamiprid,2.1,2.1
2982,MI,Acetamiprid,0.0,0.0
2983,MI,Acetamiprid,0.4,1.2
2984,MI,Acetamiprid,0.8,2.3
2985,MI,Acetamiprid,1.4,4.6
2986,MI,Acetamiprid,0.6,0.9
2987,MI,Acetamiprid,1.1,2.3
2988,MI,Acetamiprid,0.7,1.4
2989,MI,Acetamiprid,81.1,81.1
2990,MI,Acetamiprid,1.7,5.6
2991,MI,Acetamiprid,0.4,2.8
2992,MI,Acetamiprid,0.8,0.8
2993,MI,Clothianidin,0.0,0.0
2994,MI,Clothianidin,,0.3
2995,MI,Clothianidin,10.2,10.2
2996,MI,Clothianidin,0.1,0.1
2997,MI,Clothianidin,0.8,0.8
2998,MI,Clothianidin,0.2,0.2
2999,MI,Clothianidin,,0.2
3000,MI,Clothianidin,0.3,0.3
3001,MI,Clothianidin,1.0,1.0
3002,MI,Clothianidin,48.1,48.1
3003,MI,Clothianidin,,0.2
3004,MI,Clothianidin,,0.4
3005,MI,Clothianidin,5.7,5.7
3006,MI,Clothianidin,0.3,0.3
3007,MI,Clothianidin,0.1,0.1
3008,MI,Clothianidin,,0.1
3009,MI,Clothianidin,,0.1
3010,MI,Clothianidin,,0.6
3011,MI,Clothianidin,,25.2
3012,MI,Clothianidin,,14.7
3013,MI,Clothianidin,,1.0
3014,MI,Clothianidin,0.0,0.0
3015,MI,Clothianidin,,0.1
3016,MI,Clothianidin,,2.0
3017,MI,Clothianidin,1.5,1.5
3018,MI,Clothianidin,,0.6
3019,MI,Clothianidin,,1.4
3020,MI,Clothianidin,,0.4
3021,MI,Clothianidin,1.0,1.0
3022,MI,Clothianidin,,0.5
3023,MI,Clothianidin,,6.3
3024,MI,Clothianidin,0.0,0.0
3025,MI,Clothianidin,,19.0
3026,MI,Clothianidin,,0.8
3027,MI,Clothianidin,,0.9
3028,MI,Clothianidin,2.0,2.0
3029,MI,Clothianidin,0.0,0.0
3030,MI,Clothianidin,151.7,151.7
3031,MI,Clothianidin,1.4,1.4
3032,MI,Clothianidin,1.6,1.6
3033,MI,Clothianidin,,0.3
3034,MI,Clothianidin,,0.9
3035,MI,Clothianidin,0.6,0.6
3036,MI,Clothianidin,,0.5
3037,MI,Clothianidin,54.7,54.7
3038,MI,Clothianidin,,0.8
3039,MI,Clothianidin,,0.1
3040,MI,Clothianidin,,0.8
3041,MI,Clothianidin,0.0,0.0
3042,MI,Clothianidin,,10.4
3043,MI,Clothianidin,0.0,0.0
3044,MI,Clothianidin,64.8,64.8
3045,MI,Clothianidin,51.6,51.6
3046,MI,Clothianidin,146.4,146.4
3047,MI,Clothianidin,0.1,0.1
3048,MI,Clothianidin,,0.1
3049,MI,Clothianidin,,0.7
3050,MI,Clothianidin,0.0,0.0
3051,MI,Clothianidin,0.0,0.0
3052,MI,Clothianidin,52.5,52.5
3053,MI,Clothianidin,0.1,0.1
3054,MI,Clothianidin,0.0,0.0
3055,MI,Clothianidin,0.7,0.7
3056,MI,Clothianidin,,0.6
3057,MI,Clothianidin,0.5,0.5
3058,MI,Clothianidin,,0.2
3059,MI,Clothianidin,,0.9
3060,MI,Clothianidin,0.8,0.8
3061,MI,Clothianidin,40.7,40.7
3062,MI,Clothianidin,0.0,0.0
3063,MI,Imidacloprid,1.4,3.1
3064,MI,Imidacloprid,,0.3
3065,MI,Imidacloprid,88.3,121.5
3066,MI,Imidacloprid,6.5,12.1
3067,MI,Imidacloprid,181.3,183.0
3068,MI,Imidacloprid,6.3,18.9
3069,MI,Imidacloprid,0.0,0.0
3070,MI,Imidacloprid,3.7,6.1
3071,MI,Imidacloprid,29.8,61.8
3072,MI,Imidacloprid,105.0,105.2
3073,MI,Imidacloprid,193.9,224.2
3074,MI,Imidacloprid,282.9,290.6
3075,MI,Imidacloprid,14.6,19.4
3076,MI,Imidacloprid,332.0,370.8
3077,MI,Imidacloprid,21.1,21.2
3078,MI,Imidacloprid,5.1,5.1
3079,MI,Imidacloprid,0.1,0.2
3080,MI,Imidacloprid,0.3,4.6
3081,MI,Imidacloprid,214.3,221.2
3082,MI,Imidacloprid,2.1,2.1
3083,MI,Imidacloprid,0.0,23.8
3084,MI,Imidacloprid,,13.9
3085,MI,Imidacloprid,12.5,18.2
3086,MI,Imidacloprid,2.0,2.4
3087,MI,Imidacloprid,13.4,92.2
3088,MI,Imidacloprid,0.6,8.3
3089,MI,Imidacloprid,0.0,1.9
3090,MI,Imidacloprid,221.5,222.8
3091,MI,Imidacloprid,12.9,97.5
3092,MI,Imidacloprid,182.7,193.1
3093,MI,Imidacloprid,,0.4
3094,MI,Imidacloprid,71.9,107.5
3095,MI,Imidacloprid,160.2,164.6
3096,MI,Imidacloprid,14.1,22.2
3097,MI,Imidacloprid,2.1,4.5
3098,MI,Imidacloprid,,17.9
3099,MI,Imidacloprid,7.6,83.1
3100,MI,Imidacloprid,4.6,9.8
3101,MI,Imidacloprid,234.3,260.9
3102,MI,Imidacloprid,65.1,65.2
3103,MI,Imidacloprid,165.4,185.2
3104,MI,Imidacloprid,1.8,5.0
3105,MI,Imidacloprid,7.8,45.9
3106,MI,Imidacloprid,385.7,386.5
3107,MI,Imidacloprid,15.8,108.0
3108,MI,Imidacloprid,1.1,16.6
3109,MI,Imidacloprid,,0.3
3110,MI,Imidacloprid,,0.8
3111,MI,Imidacloprid,10.7,28.3
3112,MI,Imidacloprid,54.7,56.2
3113,MI,Imidacloprid,,0.4
3114,MI,Imidacloprid,90.2,176.7
3115,MI,Imidacloprid,23.3,32.7
3116,MI,Imidacloprid,0.4,1.0
3117,MI,Imidacloprid,0.4,21.3
3118,MI,Imidacloprid,13.7,14.0
3119,MI,Imidacloprid,7.1,143.3
3120,MI,Imidacloprid,939.3,1052.4
3121,MI,Imidacloprid,12.7,14.7
3122,MI,Imidacloprid,86.4,105.3
3123,MI,Imidacloprid,76.7,97.1
3124,MI,Imidacloprid,5.0,8.1
3125,MI,Imidacloprid,281.7,362.3
3126,MI,Imidacloprid,29.5,31.2
3127,MI,Imidacloprid,0.0,0.1
3128,MI,Imidacloprid,22.8,29.8
3129,MI,Imidacloprid,6.6,6.6
3130,MI,Imidacloprid,24.4,25.0
3131,MI,Imidacloprid,155.9,172.5
3132,MI,Imidacloprid,296.2,302.9
3133,MI,Imidacloprid,2.4,2.4
3134,MI,Imidacloprid,14.5,96.4
3135,MI,Imidacloprid,3.1,44.9
3136,MI,Imidacloprid,1277.8,1285.7
3137,MI,Imidacloprid,22.9,117.1
3138,MI,Imidacloprid,,0.2
3139,MI,Imidacloprid,2.9,8.4
3140,MI,Imidacloprid,42.1,95.9
3141,MI,Imidacloprid,60.1,76.4
3142,MI,Imidacloprid,5.8,60.2
3143,MI,Imidacloprid,1.4,4.2
3144,MI,Imidacloprid,2.0,2.2
3145,MI,Thiacloprid,0.2,0.2
3146,MI,Thiacloprid,,0.2
3147,MI,Thiacloprid,0.3,0.3
3148,MI,Thiacloprid,,0.2
3149,MI,Thiacloprid,,0.4
3150,MI,Thiacloprid,,0.6
3151,MI,Thiacloprid,,1.0
3152,MI,Thiacloprid,8.4,8.4
3153,MI,Thiacloprid,,1.5
3154,MI,Thiacloprid,1.0,1.0
3155,MI,Thiacloprid,,0.5
3156,MI,Thiacloprid,,6.8
3157,MI,Thiacloprid,,1.0
3158,MI,Thiacloprid,4.3,4.3
3159,MI,Thiacloprid,9.0,9.0
3160,MI,Thiacloprid,0.6,0.6
3161,MI,Thiacloprid,5.9,5.9
3162,MI,Thiacloprid,1.3,1.3
3163,MI,Thiacloprid,3.1,3.1
3164,MI,Thiacloprid,0.8,0.8
3165,MI,Thiacloprid,1.6,1.6
3166,MI,Thiacloprid,,0.6
3167,MI,Thiacloprid,0.5,0.5
3168,MI,Thiacloprid,,0.9
3169,MI,Thiacloprid,0.9,0.9
3170,MI,Thiacloprid,3.4,3.4
3171,MI,Thiacloprid,0.8,0.8
3172,MI,Thiamethoxam,0.6,3.2
3173,MI,Thiamethoxam,1.3,1.3
3174,MI,Thiamethoxam,119.9,218.0
3175,MI,Thiamethoxam,2.5,13.0
3176,MI,Thiamethoxam,298.7,301.2
3177,MI,Thiamethoxam,0.4,34.7
3178,MI,Thiamethoxam,,0.0
3179,MI,Thiamethoxam,1.3,62.0
3180,MI,Thiamethoxam,2.6,111.0
3181,MI,Thiamethoxam,123.6,123.8
3182,MI,Thiamethoxam,297.0,373.4
3183,MI,Thiamethoxam,1.0,161.1
3184,MI,Thiamethoxam,2.7,141.0
3185,MI,Thiamethoxam,43.9,140.2
3186,MI,Thiamethoxam,9.4,9.7
3187,MI,Thiamethoxam,1.6,1.7
3188,MI,Thiamethoxam,0.2,0.6
3189,MI,Thiamethoxam,0.4,9.9
3190,MI,Thiamethoxam,2.5,153.0
3191,MI,Thiamethoxam,0.5,0.5
3192,MI,Thiamethoxam,95.8,95.9
3193,MI,Thiamethoxam,55.9,55.9
3194,MI,Thiamethoxam,29.3,174.8
3195,MI,Thiamethoxam,0.9,1.1
3196,MI,Thiamethoxam,0.0,106.9
3197,MI,Thiamethoxam,0.5,19.3
3198,MI,Thiamethoxam,7.6,7.7
3199,MI,Thiamethoxam,334.2,337.0
3200,MI,Thiamethoxam,5.7,267.3
3201,MI,Thiamethoxam,2.2,170.9
3202,MI,Thiamethoxam,2.0,2.0
3203,MI,Thiamethoxam,3.0,119.1
3204,MI,Thiamethoxam,25.0,134.1
3205,MI,Thiamethoxam,33.7,164.5
3206,MI,Thiamethoxam,0.8,6.7
3207,MI,Thiamethoxam,71.8,71.8
3208,MI,Thiamethoxam,2.8,112.1
3209,MI,Thiamethoxam,2.0,90.2
3210,MI,Thiamethoxam,8.3,72.8
3211,MI,Thiamethoxam,16.1,16.1
3212,MI,Thiamethoxam,300.2,350.2
3213,MI,Thiamethoxam,2.4,4.6
3214,MI,Thiamethoxam,0.4,88.8
3215,MI,Thiamethoxam,687.2,687.5
3216,MI,Thiamethoxam,0.9,233.6
3217,MI,Thiamethoxam,0.0,37.9
3218,MI,Thiamethoxam,1.2,1.2
3219,MI,Thiamethoxam,3.3,3.3
3220,MI,Thiamethoxam,1.4,53.0
3221,MI,Thiamethoxam,53.3,53.6
3222,MI,Thiamethoxam,1.8,1.8
3223,MI,Thiamethoxam,40.9,74.1
3224,MI,Thiamethoxam,5.9,30.7
3225,MI,Thiamethoxam,0.9,3.1
3226,MI,Thiamethoxam,0.8,65.7
3227,MI,Thiamethoxam,3.4,3.8
3228,MI,Thiamethoxam,9.7,154.7
3229,MI,Thiamethoxam,230.6,308.5
3230,MI,Thiamethoxam,3.3,7.8
3231,MI,Thiamethoxam,17.0,40.3
3232,MI,Thiamethoxam,25.1,49.2
3233,MI,Thiamethoxam,0.1,10.3
3234,MI,Thiamethoxam,135.2,211.1
3235,MI,Thiamethoxam,7.7,11.8
3236,MI,Thiamethoxam,0.2,0.4
3237,MI,Thiamethoxam,6.6,12.0
3238,MI,Thiamethoxam,1.6,1.6
3239,MI,Thiamethoxam,6.0,7.1
3240,MI,Thiamethoxam,150.3,193.7
3241,MI,Thiamethoxam,73.5,88.5
3242,MI,Thiamethoxam,0.6,0.6
3243,MI,Thiamethoxam,2.1,217.4
3244,MI,Thiamethoxam,0.1,101.2
3245,MI,Thiamethoxam,42.1,243.3
3246,MI,Thiamethoxam,6.1,235.0
3247,MI,Thiamethoxam,0.9,0.9
3248,MI,Thiamethoxam,29.5,199.8
3249,MI,Thiamethoxam,4.1,154.3
3250,MI,Thiamethoxam,176.9,216.9
3251,MI,Thiamethoxam,0.4,93.9
3252,MI,Thiamethoxam,0.0,8.0
3253,MI,Thiamethoxam,1.0,1.2
3254,MN,Clothianidin,,0.2
3255,MN,Clothianidin,,0.2
3256,MN,Clothianidin,,0.8
3257,MN,Clothianidin,,0.0
3258,MN,Clothianidin,,5.5
3259,MN,Clothianidin,,0.1
3260,MN,Clothianidin,,0.0
3261,MN,Clothianidin,,1.1
3262,MN,Clothianidin,,3.7
3263,MN,Clothianidin,,2.6
3264,MN,Clothianidin,,0.1
3265,MN,Clothianidin,0.0,0.0
3266,MN,Clothianidin,,0.0
3267,MN,Clothianidin,3.3,3.4
3268,MN,Clothianidin,0.1,0.1
3269,MN,Clothianidin,0.2,0.4
3270,MN,Clothianidin,0.1,0.1
3271,MN,Clothianidin,,0.2
3272,MN,Clothianidin,0.1,0.1
3273,MN,Clothianidin,,2.1
3274,MN,Clothianidin,,5.4
3275,MN,Clothianidin,,0.3
3276,MN,Clothianidin,,0.0
3277,MN,Clothianidin,,18.2
3278,MN,Clothianidin,,1.9
3279,MN,Clothianidin,,0.0
3280,MN,Clothianidin,0.0,0.0
3281,MN,Clothianidin,,2.1
3282,MN,Clothianidin,,0.2
3283,MN,Clothianidin,,0.6
3284,MN,Clothianidin,,0.8
3285,MN,Clothianidin,,0.1
3286,MN,Clothianidin,,0.1
3287,MN,Clothianidin,,8.9
3288,MN,Clothianidin,0.2,0.6
3289,MN,Clothianidin,,1.8
3290,MN,Clothianidin,0.7,2.3
3291,MN,Clothianidin,,0.0
3292,MN,Clothianidin,,0.0
3293,MN,Clothianidin,,5.2
3294,MN,Clothianidin,,0.3
3295,MN,Clothianidin,,0.8
3296,MN,Clothianidin,,27.8
3297,MN,Clothianidin,,1.7
3298,MN,Clothianidin,0.5,0.5
3299,MN,Clothianidin,,0.1
3300,MN,Clothianidin,,127.0
3301,MN,Clothianidin,,15.6
3302,MN,Clothianidin,,20.9
3303,MN,Clothianidin,,22.3
3304,MN,Clothianidin,0.2,0.3
3305,MN,Clothianidin,,63.5
3306,MN,Clothianidin,,0.5
3307,MN,Clothianidin,0.6,1.9
3308,MN,Clothianidin,,0.1
3309,MN,Imidacloprid,0.3,1.5
